city_name;UF;ibge_cod;GADM_GID_2;pop_2020;MHDI_tot;MHDI_long;MHDI_edu;MHDI_inc;SVI_tot;SVI_inf;SVI_hum;SVI_wrk;MHDI_quantiles;;MHDI quartiles;;SVI quartiles;
Buerarema/BA;BA;2904704;BRA.5.57_1; 18.306 ;0,613;0,604;0,772;0,495;0,457;0,149;0,644;0,579; 0,305 ;;;;;
Ibicuí/BA;BA;2912301;BRA.5.151_1; 16.230 ;0,584;0,586;0,78;0,435;0,457;0,238;0,576;0,557; 0,180 ;;;;;
Espinosa/MG;MG;3124302;BRA.13.275_1; 31.610 ;0,627;0,582;0,804;0,526;0,457;0,323;0,529;0,519; 0,360 ;;;;;
Ninheira/MG;MG;3144656;BRA.13.520_1; 10.326 ;0,556;0,525;0,784;0,418;0,457;0,226;0,515;0,629; 0,078 ;;;;;
Poté/MG;MG;3152402;BRA.13.617_1; 16.616 ;0,624;0,584;0,809;0,515;0,457;0,283;0,496;0,592; 0,347 ;;;;;
Filadélfia/TO;TO;1707702;BRA.27.52_1; 8.874 ;0,621;0,578;0,792;0,522;0,456;0,318;0,553;0,498; 0,335 ;;;;;
Aragominas/TO;TO;1701309;BRA.27.9_1; 5.731 ;0,593;0,611;0,739;0,461;0,456;0,315;0,456;0,597; 0,221 ;;;;;
Pajeú do Piauí/PI;PI;2207355;BRA.18.145_1; 3.404 ;0,559;0,56;0,732;0,427;0,456;0,172;0,513;0,684; 0,087 ;;;;;
Beberibe/CE;CE;2302206;BRA.6.28_1; 53.949 ;0,638;0,585;0,778;0,571;0,456;0,389;0,498;0,482; 0,397 ;;;;;
Pereiro/CE;CE;2310803;BRA.6.139_1; 16.331 ;0,601;0,525;0,776;0,534;0,456;0,327;0,471;0,569; 0,255 ;;;;;
Nova Cruz/RN;RN;2408300;BRA.20.90_1; 37.450 ;0,629;0,589;0,788;0,537;0,456;0,304;0,504;0,559; 0,367 ;;;;;
Alagoinha/PB;PB;2500502;BRA.15.5_1; 14.560 ;0,595;0,574;0,795;0,462;0,456;0,297;0,521;0,549; 0,230 ;;;;;
Serra da Raiz/PB;PB;2515609;BRA.15.200_1; 3.131 ;0,626;0,57;0,792;0,544;0,456;0,26;0,526;0,583; 0,355 ;;;;;
Tavares/PB;PB;2516607;BRA.15.213_1; 14.759 ;0,586;0,56;0,777;0,462;0,456;0,306;0,527;0,536; 0,188 ;;;;;
Belo Campo/BA;BA;2903508;BRA.5.43_1; 17.109 ;0,575;0,562;0,76;0,444;0,456;0,234;0,563;0,571; 0,144 ;;;;;
Salto da Divisa/MG;MG;3157104;BRA.13.666_1; 7.012 ;0,608;0,586;0,846;0,453;0,456;0,256;0,475;0,637; 0,284 ;;;;;
Santa Efigênia de Minas/MG;MG;3157500;BRA.13.676_1; 4.381 ;0,607;0,579;0,793;0,487;0,456;0,312;0,552;0,503; 0,281 ;;;;;
Palmeiras do Tocantins/TO;TO;1713809;#N/A; 6.745 ;0,628;0,586;0,81;0,522;0,456;0,371;0,532;0,465; 0,365 ;;;;;
Calmon/SC;SC;4203154;BRA.24.51_1; 3.335 ;0,622;0,618;0,779;0,5;0,456;0,432;0,543;0,393; 0,338 ;;;;;
Entre Rios/SC;SC;4205175;BRA.24.83_1; 3.218 ;0,657;0,638;0,808;0,55;0,456;0,661;0,375;0,331; 0,463 ;;;;;
Caarapó/MS;MS;5002407;BRA.11.18_1; 30.593 ;0,692;0,676;0,828;0,592;0,456;0,49;0,515;0,362; 0,611 ;;;;;
Marituba/PA;PA;1504422;BRA.14.68_1; 133.685 ;0,676;0,621;0,793;0,628;0,455;0,588;0,38;0,398; 0,542 ;;;;;
Pavussu/PI;PI;2207850;BRA.18.154_1; 3.669 ;0,526;0,512;0,748;0,379;0,455;0,151;0,582;0,633; 0,024 ;;;;;
Luís Gomes/RN;RN;2407005;BRA.20.77_1; 10.146 ;0,608;0,545;0,776;0,531;0,455;0,223;0,517;0,624; 0,284 ;;;;;
São Tomé/RN;RN;2412906;BRA.20.141_1; 11.053 ;0,585;0,565;0,77;0,461;0,455;0,323;0,503;0,54; 0,184 ;;;;;
Juru/PB;PB;2508000;BRA.15.100_1; 9.849 ;0,57;0,552;0,758;0,443;0,455;0,277;0,567;0,52; 0,125 ;;;;;
Sossêgo/PB;PB;2516151;BRA.15.208_1; 3.594 ;0,573;0,531;0,769;0,46;0,455;0,329;0,536;0,501; 0,137 ;;;;;
Pedra Lavrada/PB;PB;2511103;BRA.15.138_1; 7.899 ;0,574;0,564;0,733;0,458;0,455;0,289;0,564;0,511; 0,140 ;;;;;
Quebrangulo/AL;AL;2707602;BRA.2.81_1; 11.248 ;0,559;0,536;0,775;0,421;0,455;0,293;0,567;0,504; 0,087 ;;;;;
Capela do Alto Alegre/BA;BA;2906857;BRA.5.83_1; 11.616 ;0,599;0,582;0,77;0,48;0,455;0,307;0,53;0,527; 0,245 ;;;;;
Várzea Branca/PI;PI;2211357;#N/A; 4.938 ;0,553;0,518;0,743;0,44;0,455;0,291;0,531;0,544; 0,071 ;;;;;
Francisco Macedo/PI;PI;2204154;BRA.18.85_1; 3.200 ;0,553;0,567;0,701;0,425;0,454;0,194;0,579;0,59; 0,071 ;;;;;
Ceará-Mirim/RN;RN;2402600;BRA.20.29_1; 73.886 ;0,616;0,599;0,774;0,505;0,454;0,301;0,553;0,507; 0,318 ;;;;;
Lagoa Salgada/RN;RN;2406601;BRA.20.72_1; 8.297 ;0,582;0,551;0,771;0,464;0,454;0,23;0,575;0,557; 0,171 ;;;;;
Touros/RN;RN;2414407;BRA.20.160_1; 33.503 ;0,572;0,562;0,716;0,466;0,454;0,286;0,556;0,521; 0,132 ;;;;;
Areia/PB;PB;2501104;BRA.15.15_1; 22.656 ;0,594;0,593;0,756;0,467;0,454;0,259;0,544;0,559; 0,225 ;;;;;
Quixaba/PE;PE;2611533;BRA.17.128_1; 6.805 ;0,577;0,53;0,752;0,482;0,454;0,322;0,511;0,53; 0,152 ;;;;;
Aquidabã/SE;SE;2800209;BRA.26.2_1; 21.681 ;0,578;0,573;0,747;0,452;0,454;0,251;0,572;0,54; 0,156 ;;;;;
Guajeru/BA;BA;2911659;BRA.5.143_1; 6.646 ;0,569;0,548;0,77;0,437;0,454;0,332;0,476;0,554; 0,122 ;;;;;
Cravolândia/BA;BA;2909505;BRA.5.114_1; 5.351 ;0,599;0,559;0,765;0,503;0,454;0,268;0,461;0,633; 0,245 ;;;;;
Malacacheta/MG;MG;3139201;BRA.13.454_1; 18.602 ;0,618;0,609;0,768;0,505;0,454;0,324;0,523;0,516; 0,325 ;;;;;
Mãe do Rio/PA;PA;1504059;BRA.14.69_1; 30.235 ;0,599;0,615;0,763;0,458;0,453;0,357;0,546;0,457; 0,245 ;;;;;
Feira Nova do Maranhão/MA;MA;2104073;BRA.10.70_1; 8.484 ;0,532;0,511;0,729;0,405;0,453;0,188;0,582;0,588; 0,031 ;;;;;
General Sampaio/CE;CE;2304608;BRA.6.62_1; 7.694 ;0,568;0,548;0,744;0,449;0,453;0,266;0,553;0,541; 0,119 ;;;;;
Januário Cicco/RN;RN;2405306;BRA.20.59_1; 10.275 ;0,574;0,511;0,771;0,481;0,453;0,291;0,542;0,526; 0,140 ;;;;;
Sertânia/PE;PE;2614105;BRA.17.157_1; 36.050 ;0,613;0,601;0,752;0,51;0,453;0,22;0,571;0,568; 0,305 ;;;;;
São José do Belmonte/PE;PE;2613503;BRA.17.149_1; 34.021 ;0,61;0,569;0,769;0,52;0,453;0,277;0,562;0,521; 0,294 ;;;;;
Moreilândia/PE;PE;2614303;#N/A; 11.270 ;0,6;0,522;0,768;0,54;0,453;0,371;0,509;0,48; 0,251 ;;;;;
Amparo do São Francisco/SE;SE;2800100;BRA.26.1_1; 2.380 ;0,611;0,569;0,728;0,55;0,453;0,266;0,584;0,508; 0,299 ;;;;;
Carira/SE;SE;2801405;BRA.26.13_1; 22.239 ;0,588;0,581;0,791;0,442;0,453;0,291;0,559;0,509; 0,197 ;;;;;
Anguera/BA;BA;2901502;BRA.5.17_1; 11.297 ;0,589;0,565;0,766;0,471;0,453;0,281;0,469;0,608; 0,201 ;;;;;
Miravânia/MG;MG;3142254;BRA.13.491_1; 4.914 ;0,593;0,544;0,781;0,492;0,453;0,334;0,478;0,546; 0,221 ;;;;;
Virgolândia/MG;MG;3171907;BRA.13.851_1; 5.340 ;0,62;0,602;0,795;0,497;0,453;0,331;0,513;0,514; 0,331 ;;;;;
São Valério do Sul/RS;RS;4319737;BRA.21.388_1; 2.729 ;0,642;0,674;0,816;0,48;0,453;0,485;0,369;0,505; 0,411 ;;;;;
Itaituba/PA;PA;1503606;BRA.14.58_1; 101.395 ;0,64;0,644;0,8;0,51;0,452;0,446;0,493;0,417; 0,405 ;;;;;
Água Azul do Norte/PA;PA;1500347;BRA.14.5_1; 27.615 ;0,564;0,563;0,797;0,399;0,452;0,289;0,516;0,552; 0,104 ;;;;;
Cachoeirinha/TO;TO;1703826;BRA.27.29_1; 2.284 ;0,627;0,548;0,762;0,59;0,452;0,486;0,473;0,396; 0,360 ;;;;;
Granjeiro/CE;CE;2304806;BRA.6.65_1; 4.814 ;0,585;0,533;0,715;0,526;0,452;0,356;0,479;0,522; 0,184 ;;;;;
Ibicuitinga/CE;CE;2305332;BRA.6.74_1; 12.629 ;0,606;0,514;0,758;0,571;0,452;0,281;0,528;0,548; 0,276 ;;;;;
Ipaporanga/CE;CE;2305654;BRA.6.79_1; 11.596 ;0,579;0,502;0,766;0,506;0,452;0,237;0,554;0,565; 0,161 ;;;;;
União dos Palmares/AL;AL;2709301;BRA.2.100_1; 65.790 ;0,593;0,59;0,764;0,462;0,452;0,191;0,626;0,54; 0,221 ;;;;;
Pindoba/AL;AL;2707008;BRA.2.75_1; 2.905 ;0,574;0,579;0,703;0,465;0,452;0,266;0,554;0,535; 0,140 ;;;;;
Barra do Rocha/BA;BA;2903102;BRA.5.37_1; 5.612 ;0,577;0,585;0,705;0,465;0,452;0,187;0,63;0,538; 0,152 ;;;;;
Fátima/BA;BA;2910750;BRA.5.130_1; 17.845 ;0,559;0,554;0,686;0,459;0,452;0,192;0,573;0,591; 0,087 ;;;;;
Itaporã/MS;MS;5004502;BRA.11.39_1; 25.162 ;0,654;0,66;0,809;0,523;0,452;0,41;0,563;0,383; 0,451 ;;;;;
Rio Maria/PA;PA;1506161;BRA.14.102_1; 18.201 ;0,638;0,651;0,804;0,495;0,451;0,424;0,524;0,405; 0,397 ;;;;;
Tupiratins/TO;TO;1721307;BRA.27.135_1; 2.729 ;0,587;0,601;0,791;0,425;0,451;0,344;0,562;0,447; 0,192 ;;;;;
Anísio de Abreu/PI;PI;2200707;BRA.18.11_1; 9.938 ;0,594;0,534;0,768;0,512;0,451;0,357;0,515;0,482; 0,225 ;;;;;
Ipueiras/CE;CE;2305902;BRA.6.82_1; 38.114 ;0,573;0,534;0,735;0,479;0,451;0,181;0,56;0,613; 0,137 ;;;;;
Santa Quitéria/CE;CE;2312205;BRA.6.157_1; 43.711 ;0,616;0,546;0,775;0,553;0,451;0,337;0,436;0,58; 0,318 ;;;;;
Baianópolis/BA;BA;2902500;BRA.5.31_1; 13.929 ;0,589;0,543;0,763;0,492;0,451;0,303;0,498;0,552; 0,201 ;;;;;
Teofilândia/BA;BA;2931509;BRA.5.390_1; 22.555 ;0,566;0,571;0,737;0,431;0,451;0,299;0,56;0,495; 0,112 ;;;;;
Santaluz/BA;BA;2928000;BRA.5.346_1; 37.531 ;0,598;0,559;0,764;0,5;0,451;0,317;0,497;0,538; 0,242 ;;;;;
Doutor Ulysses/PR;PR;4128633;BRA.16.104_1; 5.552 ;0,546;0,57;0,791;0,362;0,451;0,347;0,571;0,436; 0,053 ;;;;;
Paranhos/MS;MS;5006358;BRA.11.57_1; 14.404 ;0,588;0,566;0,811;0,444;0,451;0,26;0,688;0,405; 0,197 ;;;;;
Mucajaí/RR;RR;1400308;BRA.23.9_1; 18.172 ;0,665;0,661;0,813;0,547;0,45;0,292;0,62;0,437; 0,496 ;;;;;
Lagoa do Tocantins/TO;TO;1711951;BRA.27.66_1; 4.393 ;0,579;0,543;0,758;0,471;0,45;0,195;0,615;0,541; 0,161 ;;;;;
Morada Nova/CE;CE;2308708;BRA.6.116_1; 61.738 ;0,61;0,569;0,758;0,525;0,45;0,328;0,518;0,503; 0,294 ;;;;;
Umbaúba/SE;SE;2807600;BRA.26.75_1; 25.550 ;0,579;0,567;0,719;0,476;0,45;0,392;0,51;0,448; 0,161 ;;;;;
Neópolis/SE;SE;2804409;BRA.26.42_1; 18.703 ;0,589;0,575;0,702;0,505;0,45;0,13;0,646;0,575; 0,201 ;;;;;
Divina Pastora/SE;SE;2802007;BRA.26.18_1; 5.215 ;0,61;0,571;0,753;0,527;0,45;0,398;0,491;0,461; 0,294 ;;;;;
Terra Nova/BA;BA;2931707;BRA.5.392_1; 13.025 ;0,578;0,581;0,7;0,474;0,45;0,318;0,499;0,533; 0,156 ;;;;;
Milagres/BA;BA;2921302;BRA.5.257_1; 10.893 ;0,622;0,59;0,789;0,518;0,45;0,33;0,494;0,525; 0,338 ;;;;;
Governador Mangabeira/BA;BA;2911600;BRA.5.142_1; 20.762 ;0,643;0,594;0,754;0,594;0,45;0,366;0,466;0,519; 0,415 ;;;;;
Nova Iorque/MA;MA;2107308;BRA.10.126_1; 4.682 ;0,584;0,558;0,729;0,489;0,449;0,289;0,568;0,491; 0,180 ;;;;;
São José de Ribamar/MA;MA;2111201;BRA.10.184_1; 179.028 ;0,708;0,642;0,79;0,7;0,449;0,614;0,371;0,363; 0,695 ;;;;;
Guaribas/PI;PI;2204550;BRA.18.91_1; 4.568 ;0,508;0,483;0,711;0,381;0,449;0,141;0,562;0,644; 0,010 ;;;;;
Itapipoca/CE;CE;2306405;BRA.6.88_1; 130.539 ;0,64;0,562;0,761;0,613;0,449;0,301;0,482;0,564; 0,405 ;;;;;
Chã Grande/PE;PE;2604502;BRA.17.50_1; 21.815 ;0,599;0,603;0,803;0,443;0,449;0,318;0,537;0,493; 0,245 ;;;;;
Ribeirão/PE;PE;2611804;BRA.17.131_1; 47.616 ;0,602;0,595;0,711;0,516;0,449;0,227;0,564;0,556; 0,259 ;;;;;
Itiruçu/BA;BA;2916906;BRA.5.201_1; 12.528 ;0,6;0,588;0,762;0,482;0,449;0,275;0,535;0,537; 0,251 ;;;;;
Uauá/BA;BA;2932002;BRA.5.395_1; 24.113 ;0,605;0,554;0,747;0,535;0,449;0,262;0,477;0,607; 0,271 ;;;;;
Coronel Murta/MG;MG;3119500;BRA.13.216_1; 9.215 ;0,627;0,578;0,784;0,543;0,449;0,443;0,371;0,534; 0,360 ;;;;;
Pentecoste/CE;CE;2310704;BRA.6.138_1; 37.900 ;0,629;0,562;0,734;0,604;0,448;0,296;0,542;0,507; 0,367 ;;;;;
Araguatins/TO;TO;1702208;BRA.27.14_1; 36.170 ;0,631;0,604;0,793;0,525;0,448;0,349;0,531;0,465; 0,373 ;;;;;
Acrelândia/AC;AC;1200013;BRA.1.1_1; 15.490 ;0,604;0,584;0,808;0,466;0,448;0,281;0,577;0,485; 0,266 ;;;;;
Sabinópolis/MG;MG;3156809;BRA.13.663_1; 15.416 ;0,638;0,637;0,812;0,502;0,448;0,425;0,476;0,444; 0,397 ;;;;;
Chapada Gaúcha/MG;MG;3116159;BRA.13.179_1; 13.953 ;0,635;0,573;0,82;0,546;0,448;0,266;0,475;0,603; 0,388 ;;;;;
Ataléia/MG;MG;3104700;BRA.13.51_1; 12.678 ;0,588;0,592;0,813;0,423;0,448;0,32;0,508;0,516; 0,197 ;;;;;
Nova Floresta/PB;PB;2510105;BRA.15.127_1; 10.626 ;0,601;0,576;0,758;0,498;0,448;0,226;0,598;0,52; 0,255 ;;;;;
Catingueira/PB;PB;2504207;BRA.15.56_1; 4.935 ;0,574;0,553;0,753;0,455;0,448;0,255;0,54;0,549; 0,140 ;;;;;
Riacho da Cruz/RN;RN;2410702;BRA.20.116_1; 3.614 ;0,584;0,545;0,751;0,487;0,448;0,221;0,443;0,68; 0,180 ;;;;;
Nova Timboteua/PA;PA;1505007;BRA.14.79_1; 15.506 ;0,609;0,564;0,791;0,507;0,447;0,396;0,479;0,465; 0,289 ;;;;;
Pimenteiras/PI;PI;2208106;BRA.18.158_1; 12.139 ;0,566;0,553;0,774;0,423;0,447;0,253;0,563;0,526; 0,112 ;;;;;
Campo Grande/RN;RN;2401305;BRA.20.13_1; 9.670 ;0,621;0,624;0,774;0,495;0,447;0,376;0,493;0,473; 0,335 ;;;;;
Juazeirinho/PB;PB;2507705;BRA.15.97_1; 18.298 ;0,567;0,557;0,753;0,435;0,447;0,236;0,547;0,559; 0,115 ;;;;;
Itabaiana/PB;PB;2506905;BRA.15.89_1; 24.419 ;0,613;0,592;0,727;0,536;0,447;0,262;0,525;0,553; 0,305 ;;;;;
Belém/PB;PB;2501906;BRA.15.27_1; 17.705 ;0,592;0,557;0,759;0,492;0,447;0,186;0,559;0,596; 0,214 ;;;;;
Cuité/PB;PB;2505105;BRA.15.68_1; 20.334 ;0,591;0,574;0,766;0,47;0,447;0,31;0,507;0,525; 0,210 ;;;;;
Pintadas/BA;BA;2924652;BRA.5.302_1; 10.394 ;0,612;0,572;0,765;0,525;0,447;0,282;0,562;0,496; 0,302 ;;;;;
Pedra Azul/MG;MG;3148707;BRA.13.572_1; 24.329 ;0,627;0,596;0,797;0,518;0,447;0,293;0,537;0,511; 0,360 ;;;;;
Tunas do Paraná/PR;PR;4127882;BRA.16.385_1; 9.022 ;0,611;0,641;0,801;0,444;0,447;0,419;0,595;0,328; 0,299 ;;;;;
Aroeiras do Itaim/PI;PI;2200954;#N/A; 2.551 ;0,519;0,502;0,738;0,378;0,447;0,048;0,503;0,791; 0,017 ;;;;;
Dom Pedro/MA;MA;2103802;BRA.10.66_1; 23.372 ;0,622;0,582;0,759;0,545;0,446;0,358;0,498;0,483; 0,338 ;;;;;
Monte Alegre do Piauí/PI;PI;2206605;BRA.18.131_1; 10.615 ;0,578;0,531;0,768;0,474;0,446;0,198;0,514;0,626; 0,156 ;;;;;
Cabeceiras do Piauí/PI;PI;2202059;BRA.18.38_1; 10.630 ;0,583;0,54;0,769;0,476;0,446;0,29;0,564;0,483; 0,175 ;;;;;
Madalena/CE;CE;2307635;BRA.6.103_1; 19.864 ;0,61;0,536;0,778;0,545;0,446;0,317;0,5;0,521; 0,294 ;;;;;
São José de Mipibu/RN;RN;2412203;BRA.20.133_1; 44.236 ;0,611;0,599;0,748;0,508;0,446;0,291;0,545;0,501; 0,299 ;;;;;
Afonso Bezerra/RN;RN;2400307;BRA.20.3_1; 11.029 ;0,585;0,56;0,713;0,502;0,446;0,227;0,54;0,571; 0,184 ;;;;;
Lajes/RN;RN;2406700;BRA.20.75_1; 11.344 ;0,624;0,578;0,756;0,557;0,446;0,3;0,503;0,534; 0,347 ;;;;;
Olho d'Água do Borges/RN;RN;2408409;BRA.20.91_1; 4.244 ;0,585;0,577;0,719;0,482;0,446;0,27;0,51;0,559; 0,184 ;;;;;
Riacho dos Cavalos/PB;PB;2512804;BRA.15.161_1; 8.541 ;0,568;0,546;0,752;0,447;0,446;0,201;0,549;0,588; 0,119 ;;;;;
Pirpirituba/PB;PB;2511806;BRA.15.146_1; 10.584 ;0,595;0,566;0,745;0,499;0,446;0,211;0,553;0,575; 0,230 ;;;;;
São José do Bonfim/PB;PB;2514602;BRA.15.189_1; 3.588 ;0,578;0,549;0,713;0,493;0,446;0,198;0,619;0,52; 0,156 ;;;;;
Belém de Maria/PE;PE;2601508;BRA.17.17_1; 12.122 ;0,578;0,537;0,749;0,479;0,446;0,228;0,515;0,595; 0,156 ;;;;;
São Caitano/PE;PE;2613107;BRA.17.148_1; 37.368 ;0,591;0,583;0,756;0,469;0,446;0,313;0,52;0,505; 0,210 ;;;;;
Santo Estêvão/BA;BA;2928802;BRA.5.351_1; 53.269 ;0,626;0,611;0,808;0,498;0,446;0,297;0,458;0,582; 0,355 ;;;;;
Maetinga/BA;BA;2919959;BRA.5.241_1; 2.764 ;0,538;0,565;0,751;0,368;0,446;0,207;0,562;0,57; 0,039 ;;;;;
Itatim/BA;BA;2916856;BRA.5.200_1; 14.539 ;0,582;0,55;0,782;0,459;0,446;0,256;0,531;0,552; 0,171 ;;;;;
Marabá/PA;PA;1504208;BRA.14.65_1; 283.542 ;0,668;0,673;0,785;0,564;0,445;0,432;0,509;0,394; 0,508 ;;;;;
Demerval Lobão/PI;PI;2203305;BRA.18.71_1; 13.840 ;0,618;0,588;0,781;0,515;0,445;0,442;0,44;0,452; 0,325 ;;;;;
Cristalândia do Piauí/PI;PI;2203008;BRA.18.65_1; 8.323 ;0,573;0,521;0,77;0,469;0,445;0,301;0,491;0,542; 0,137 ;;;;;
Bento Fernandes/RN;RN;2401602;BRA.20.17_1; 5.525 ;0,582;0,542;0,737;0,494;0,445;0,383;0,436;0,517; 0,171 ;;;;;
Alhandra/PB;PB;2500601;BRA.15.8_1; 19.727 ;0,582;0,544;0,778;0,465;0,445;0,223;0,552;0,559; 0,171 ;;;;;
Areial/PB;PB;2501203;BRA.15.16_1; 7.027 ;0,608;0,573;0,779;0,503;0,445;0,254;0,49;0,59; 0,284 ;;;;;
Desterro/PB;PB;2505402;BRA.15.74_1; 8.315 ;0,58;0,551;0,724;0,49;0,445;0,278;0,525;0,531; 0,163 ;;;;;
Mãe D'Água/PB;PB;2508703;BRA.15.108_1; 3.999 ;0,542;0,52;0,712;0,429;0,445;0,16;0,583;0,593; 0,046 ;;;;;
Itajuípe/BA;BA;2915502;BRA.5.186_1; 20.398 ;0,599;0,609;0,759;0,466;0,445;0,283;0,585;0,467; 0,245 ;;;;;
Itacaré/BA;BA;2914901;BRA.5.179_1; 28.684 ;0,583;0,594;0,807;0,413;0,445;0,202;0,626;0,507; 0,175 ;;;;;
Geminiano/PI;PI;2204352;BRA.18.88_1; 5.460 ;0,561;0,524;0,755;0,446;0,444;0,111;0,597;0,625; 0,092 ;;;;;
Santa Rita/PB;PB;2513703;BRA.15.169_1; 137.349 ;0,627;0,597;0,774;0,534;0,444;0,362;0,504;0,465; 0,360 ;;;;;
Verdejante/PE;PE;2616100;BRA.17.177_1; 9.553 ;0,605;0,56;0,76;0,52;0,444;0,281;0,561;0,491; 0,271 ;;;;;
Pilar/AL;AL;2706901;BRA.2.74_1; 35.212 ;0,61;0,578;0,771;0,509;0,444;0,186;0,57;0,575; 0,294 ;;;;;
Sebastião Laranjeiras/BA;BA;2930006;BRA.5.369_1; 11.512 ;0,615;0,569;0,777;0,527;0,444;0,318;0,485;0,528; 0,313 ;;;;;
Miguel Calmon/BA;BA;2921203;BRA.5.256_1; 25.894 ;0,586;0,571;0,745;0,472;0,444;0,255;0,538;0,54; 0,188 ;;;;;
Iraquara/BA;BA;2914406;BRA.5.173_1; 25.478 ;0,599;0,548;0,749;0,523;0,444;0,192;0,565;0,574; 0,245 ;;;;;
Heliópolis/BA;BA;2911857;BRA.5.146_1; 12.987 ;0,563;0,547;0,748;0,437;0,444;0,164;0,599;0,569; 0,101 ;;;;;
Curral de Dentro/MG;MG;3120870;BRA.13.233_1; 7.799 ;0,585;0,571;0,759;0,462;0,444;0,274;0,522;0,537; 0,184 ;;;;;
Presidente Médici/MA;MA;2109239;BRA.10.152_1; 7.070 ;0,591;0,518;0,762;0,522;0,443;0,281;0,486;0,562; 0,210 ;;;;;
Lajeado Novo/MA;MA;2105989;BRA.10.105_1; 7.602 ;0,589;0,561;0,738;0,494;0,443;0,315;0,487;0,526; 0,201 ;;;;;
Paço do Lumiar/MA;MA;2107506;BRA.10.130_1; 123.747 ;0,724;0,646;0,796;0,739;0,443;0,649;0,34;0,341; 0,781 ;;;;;
Fronteiras/PI;PI;2204303;BRA.18.87_1; 11.659 ;0,619;0,621;0,748;0,511;0,443;0,272;0,561;0,495; 0,329 ;;;;;
Canto do Buriti/PI;PI;2202307;BRA.18.48_1; 21.258 ;0,576;0,571;0,724;0,462;0,443;0,159;0,637;0,534; 0,148 ;;;;;
Pedra Branca/CE;CE;2310506;BRA.6.136_1; 43.309 ;0,603;0,541;0,779;0,521;0,443;0,247;0,536;0,546; 0,263 ;;;;;
Upanema/RN;RN;2414605;BRA.20.163_1; 14.800 ;0,596;0,542;0,758;0,516;0,443;0,275;0,542;0,511; 0,235 ;;;;;
Governador Dix-Sept Rosado/RN;RN;2404309;BRA.20.48_1; 13.076 ;0,592;0,564;0,759;0,485;0,443;0,238;0,534;0,558; 0,214 ;;;;;
Santo Antônio/RN;RN;2411502;BRA.20.126_1; 24.280 ;0,62;0,595;0,782;0,512;0,443;0,259;0,536;0,533; 0,331 ;;;;;
São Bento do Norte/RN;RN;2411601;BRA.20.127_1; 2.717 ;0,555;0,541;0,76;0,415;0,443;0,153;0,565;0,612; 0,075 ;;;;;
Palmeira dos Índios/AL;AL;2706307;BRA.2.66_1; 73.337 ;0,638;0,625;0,794;0,523;0,443;0,305;0,533;0,492; 0,397 ;;;;;
Poço Verde/SE;SE;2805505;BRA.26.54_1; 23.867 ;0,561;0,563;0,751;0,417;0,443;0,218;0,548;0,562; 0,092 ;;;;;
Boninal/BA;BA;2904001;BRA.5.49_1; 14.446 ;0,612;0,564;0,789;0,514;0,443;0,226;0,497;0,605; 0,302 ;;;;;
Ouriçangas/BA;BA;2923308;BRA.5.286_1; 8.570 ;0,607;0,572;0,779;0,503;0,443;0,368;0,468;0,493; 0,281 ;;;;;
Formosa do Rio Preto/BA;BA;2911105;BRA.5.136_1; 25.857 ;0,618;0,576;0,763;0,536;0,443;0,24;0,564;0,526; 0,325 ;;;;;
Barão de Melgaço/MT;MT;5101605;BRA.12.15_1; 8.164 ;0,6;0,598;0,82;0,44;0,443;0,387;0,506;0,435; 0,251 ;;;;;
Minas Novas/MG;MG;3141801;BRA.13.486_1; 31.497 ;0,633;0,6;0,802;0,528;0,443;0,395;0,491;0,442; 0,380 ;;;;;
Pai Pedro/MG;MG;3146552;BRA.13.547_1; 6.094 ;0,59;0,52;0,76;0,52;0,443;0,256;0,563;0,509; 0,206 ;;;;;
Rafael Godeiro/RN;RN;2410603;BRA.20.115_1; 3.208 ;0,654;0,583;0,789;0,607;0,442;0,372;0,404;0,549; 0,451 ;;;;;
Coremas/PB;PB;2504801;BRA.15.63_1; 15.441 ;0,592;0,578;0,794;0,452;0,442;0,197;0,572;0,558; 0,214 ;;;;;
Pedras de Fogo/PB;PB;2511202;BRA.15.139_1; 28.533 ;0,59;0,568;0,771;0,468;0,442;0,297;0,495;0,533; 0,206 ;;;;;
Parnamirim/PE;PE;2610400;BRA.17.116_1; 22.106 ;0,599;0,556;0,776;0,499;0,442;0,247;0,564;0,515; 0,245 ;;;;;
Serrita/PE;PE;2614006;BRA.17.156_1; 19.196 ;0,595;0,542;0,76;0,512;0,442;0,292;0,495;0,54; 0,230 ;;;;;
Sapeaçu/BA;BA;2929602;BRA.5.364_1; 17.409 ;0,614;0,602;0,735;0,522;0,442;0,332;0,459;0,536; 0,308 ;;;;;
Santana/BA;BA;2928208;BRA.5.347_1; 26.705 ;0,608;0,585;0,776;0,496;0,442;0,232;0,493;0,602; 0,284 ;;;;;
Lapão/BA;BA;2919157;BRA.5.231_1; 27.274 ;0,596;0,55;0,755;0,51;0,442;0,27;0,545;0,512; 0,235 ;;;;;
Angelândia/MG;MG;3102852;BRA.13.31_1; 8.557 ;0,597;0,594;0,756;0,473;0,442;0,281;0,504;0,54; 0,238 ;;;;;
Jequitaí/MG;MG;3135605;BRA.13.408_1; 7.468 ;0,643;0,605;0,797;0,552;0,442;0,461;0,436;0,428; 0,415 ;;;;;
